0fba443 0fae54d 0fb0923 0016925 00163df 
0fbb65d 0fafae6 0fb1f58 0fd11e4 0d9c90f 
0fb47b9 0fa9057 0fab076 0fd0e6c 0d9c240 
0fba3a1 0fae1c8 0fb0d65 0fd1344 0d9c622 
0fb7dc3 0fac8e1 0fae5f8 0fd13d7 0d9c535 
0fb5f55 0fa9feb 0fac8f0 0fd14c7 0d9c060 
0fbb5f0 0fafa83 0fb1ed0 0fd1b92 0d9c62a 
0fb473f 0fa8ff2 0faafe9 0fd1a72 0d9bf0e 
0fba283 0fae0b4 0fb0c3e 0fd20ba 0d9c21c 
0fb7cb1 0fac7db 0fae4d7 0fd21bc 0d9c106 
0fb5e06 0fa9e98 0fac79c 0fd229c 0d9bc43 
0fbb4f9 0faf970 0fb1de1 0fd2876 0d9c204 
0fb4667 0fa8f0a 0faaf34 0fd246f 0d9baec 
0fba201 0fae01e 0fb0bd8 0fd27fd 0d9bf14 
0fb7ca5 0fac7b3 0fae4e8 0fd2706 0d9bfa1 
0fb5dc3 0fa9e4a 0fac784 0fd25b2 0d9bd06 
0fbb4ba 0faf924 0fb1dad 0fd299b 0d9c51b 
0fb4575 0fa8e0f 0faae3b 0fd24df 0d9c000 
0fba0f9 0fadf07 0fb0ae3 0fd2993 0d9c643 
0fb7ac0 0fac5c2 0fae305 0fd2970 0d9c6aa 
0fb5bfc 0fa9c6f 0fac5a5 0fd2af0 0d9c3ac 
0fbb326 0faf788 0fb1bfd 0fd324c 0d9ca81 
0fb449f 0fa8d37 0faad48 0fd31c3 0d9c35d 
0fb9fee 0faddf3 0fb09b6 0fd38dc 0d9c690 
0fb7a7f 0fac580 0fae2c7 0fd3b22 0d9c576 
0fb5ade 0fa9b56 0fac48e 0fd3cbf 0d9c015 
0fbb1b3 0faf61b 0fb1aa8 0fd43e6 0d9c546 
0fb4309 0fa8b9f 0faabbc 0fd425a 0d9bdbb 
0fb9eb5 0fadcb6 0fb087b 0fd481e 0d9c149 
0fb7981 0fac48a 0fae1c9 0fd488e 0d9c04f 
0fb5ae0 0fa9b6b 0fac4b0 0fd47ed 0d9bc34 
0fbb287 0faf6f6 0fb1b7a 0fd4b60 0d9c299 
0fb43f4 0fa8c8e 0faacab 0fd4625 0d9bcc5 
0fb9f63 0fadd68 0fb093d 0fd4968 0d9c20b 
0fb7a54 0fac54d 0fae27e 0fd48e6 0d9c354 
0fb5b28 0fa9b9f 0fac4c7 0fd488d 0d9c146 
0fbb20d 0faf665 0fb1af2 0fd4c49 0d9c8ad 
0fb4247 0fa8aea 0faaaf7 0fd47c9 0d9c2fa 
0fb9cbf 0fadac9 0fb06b6 0fd4dde 0d9c8e1 
0fb7717 0fac21a 0fadfbb 0fd500e 0d9ca10 
0fb56c8 0fa974b 0fac145 0fd5275 0d9c5fb 
0fbade3 0faf239 0fb170f 0fd5a8b 0d9cc99 
0fb3e84 0fa8715 0faa75a 0fd5bc8 0d9c6f5 
0fb987c 0fad65e 0fb023d 0fd6553 0d9caf8 
0fb72ff 0fabddc 0fadb2d 0fd681c 0d9ca0a 
0fb534a 0fa93a5 0fabcf8 0fd665c 0d9c4a2 
0fbac2c 0faf04b 0fb1521 0fd6a0a 0d9cb93 
0fb3d45 0fa85ba 0faa60c 0fd651c 0d9c483 
0fb98be 0fad687 0fb0298 0fd6941 0d9c974 
0fb737c 0fabe5f 0fadbdd 0fd663a 0d9c965 
0fb54ec 0fa955a 0fabeaa 0fd635f 0d9c5be 
0fbad5e 0faf1b5 0fb1661 0fd687c 0d9cd0c 
0fb3e5d 0fa86fc 0faa715 0fd65c6 0d9c583 
0fb9988 0fad7a8 0fb0355 0fd6a2f 0d9c8c1 
0fb74b3 0fabfef 0fadcff 0fd67ee 0d9c73f 
0fb554d 0fa9638 0fabf13 0fd673d 0d9c2f2 
0fbac6a 0faf154 0fb1570 0fd6d56 0d9c8a4 
0fb3d66 0fa86ad 0faa63d 0fd6acf 0d9c1df 
0fb9926 0fad7d5 0fb0303 0fd6f26 0d9c731 
0fb74c3 0fac080 0fadd32 0fd6d29 0d9c8a9 
0fb54c1 0fa9611 0fabe8c 0fd6af4 0d9c668 
0fbac3d 0faf159 0fb153c 0fd6f6f 0d9cf01 
0fb3d08 0fa8662 0faa5c5 0fd6bae 0d9c91d 
0fb9877 0fad727 0fb0240 0fd716f 0d9cdd4 
0fb749b 0fac02c 0fadce5 0fd713c 0d9cccc 
0fb54de 0fa961b 0fabe87 0fd7007 0d9c655 
0fbadc3 0faf2da 0fb16b3 0fd74ed 0d9ca92 
0fb3f8d 0fa88e0 0faa83d 0fd7030 0d9c253 
0fb9a35 0fad8df 0fb0409 0fd7304 0d9c51a 
0fb75d8 0fac16d 0fadda9 0fd70f5 0d9c3b4 
0fb54d3 0fa9605 0fabd94 0fd6f8d 0d9bec6 
0fbac2a 0faf125 0fb1435 0fd7714 0d9c550 
0fb3cbc 0fa85df 0faa482 0fd77e5 0d9bde3 
0fb974d 0fad5b2 0fb0036 0fd80ee 0d9c2b3 
0fb73a1 0fabee7 0fadafb 0fd80ee 0d9c353 
0fb53e2 0fa94c7 0fabcbd 0fd7e39 0d9c034 
0fbaad3 0faef7f 0fb1300 0fd823d 0d9c85a 
0fb3c8f 0fa8574 0faa451 0fd80a5 0d9c476 
0fb97e6 0fad62b 0fb00c8 0fd853d 0d9cafb 
0fb74ac 0fabff3 0fadc1d 0fd81b6 0d9caf3 
0fb55ff 0fa96be 0fabebf 0fd7e79 0d9c6c5 
0fbaf27 0faf3a0 0fb17e5 0fd8515 0d9cfbf 
0fb4078 0fa894c 0faa90b 0fd81a6 0d9c857 
0fb9bce 0fada07 0fb057b 0fd8632 0d9cb91 
0fb77c0 0fac307 0fadfe9 0fd8574 0d9c992 
0fb578e 0fa9868 0fac11a 0fd8477 0d9c2b3 
0fbaf3b 0faf3e6 0fb1822 0fd89b3 0d9c721 
0fb4121 0fa8a17 0faa9be 0fd86f0 0d9bfde 
0fb9bb1 0fada06 0fb0551 0fd8b21 0d9c418 
0fb7773 0fac2c9 0fadf98 0fd8a0e 0d9c474 
0fb568c 0fa9774 0fac02b 0fd873d 0d9c0b3 
0fbaecc 0faf376 0fb17bf 0fd8a84 0d9c902 
0fb4013 0fa8908 0faa8dd 0fd84c0 0d9c294 
0fb9bfd 0fada56 0fb05d1 0fd88e5 0d9c842 
0fb7804 0fac346 0fae042 0fd871f 0d9c978 
0fb573d 0fa9828 0fac0f5 0fd8470 0d9c6a7 
0fbaf30 0faf3e2 0fb1820 0fd8911 0d9ce52 
0fb405c 0fa8969 0faa91f 0fd83e5 0d9c834 
0fb9b35 0fad9ad 0fb050a 0fd8581 0d9cb85 
0fb774d 0fac2a6 0fadf80 0fd83a1 0d9ca18 
0fb5784 0fa987d 0fac122 0fd8350 0d9c49a 
0fbaf94 0faf44f 0fb1866 0fd88fc 0d9c9b8 
0fb403c 0fa8943 0faa8d4 0fd8642 0d9c1b1 
0fb9a90 0fad8f3 0fb0432 0fd8e36 0d9c4f4 
0fb75c4 0fac113 0faddcc 0fd90eb 0d9c483 
0fb55e6 0fa96ce 0fabf58 0fd9279 0d9c193 
0fbad34 0faf1e9 0fb15e8 0fd9744 0d9c79f 
0fb3f26 0fa882c 0faa7a5 0fd946c 0d9c19c 
0fb99a5 0fad801 0fb0350 0fd98ed 0d9c622 
0fb75d6 0fac129 0faddff 0fd9827 0d9c64f 
0fb557e 0fa966c 0fabf1b 0fd977c 0d9c2b3 
0fbacdf 0faf180 0fb15a8 0fd9b1e 0d9c90b 
0fb3e5b 0fa875a 0faa6f9 0fd96c9 0d9c263 
0fb99d7 0fad824 0fb0399 0fd9b7e 0d9c71d 
0fb75c4 0fac103 0faddea 0fd9a21 0d9c6c7 
0fb54cd 0fa95ba 0fabe71 0fd9825 0d9c295 
0fbac75 0faf10d 0fb1559 0fd9c5d 0d9c8ae 
0fb3e31 0fa8725 0faa6c8 0fd9890 0d9c254 
0fb9914 0fad75d 0fb02b0 0fd9c2e 0d9c6b4 
0fb752f 0fac076 0fadd4a 0fd9a8c 0d9c5cb 
0fb544f 0fa9530 0fabdd8 0fd9900 0d9c127 
0fbac5c 0faf0ef 0fb1515 0fd9cd3 0d9c6bb 
0fb3e65 0fa874f 0faa6ce 0fd98c7 0d9bfcf 
0fb998e 0fad7bc 0fb02f6 0fd9cc5 0d9c391 
0fb760b 0fac131 0fade05 0fd9b16 0d9c253 
0fb54b7 0fa9586 0fabe2a 0fd98fa 0d9bd8d 
0fbacf9 0faf17d 0fb15cd 0fd9cf6 0d9c41e 
0fbb1b1 0faf534 0fb1a9d 0fd951c 0d93c49 
0fb4444 0fa8df3 0faacd1 0fd9122 0d9374c 
0fb93e1 0fad20a 0fafdb3 0fd9310 0d93aef 
0fb8042 0facb28 0fae87d 0fd9151 0d93c14 
0fb4ff0 0fa91db 0fab97d 0fd8f17 0d93773 
0fbb0e8 0faf4b1 0fb19fe 0fd9509 0d93fa1 
0fb432a 0fa8d25 0faabc1 0fd90d0 0d939f6 
0fb92e2 0fad158 0fafcbc 0fd9354 0d93c74 
0fb8085 0facbc6 0fae8da 0fd93cf 0d93cca 
0fb5006 0fa925b 0fab9b8 0fd918b 0d935d1 
0fbb070 0faf49e 0fb1997 0fd9575 0d93a8e 
0fb4309 0fa8d54 0faabb2 0fd9036 0d93320 
0fb92e4 0fad19b 0fafccd 0fd9255 0d93604 
0fb7f93 0facb02 0fae7ec 0fd9179 0d937c3 
0fb4ed2 0fa914a 0fab86a 0fd8e5b 0d93370 
0fbaf86 0faf3c0 0fb1895 0fd923c 0d93b30 
0fb42e5 0fa8d3c 0faab8f 0fd8e67 0d93665 
0fb9270 0fad12e 0fafc50 0fd91f7 0d939e1 
0fb7f3c 0faca9a 0fae775 0fd92ce 0d93b10 
0fb4f2a 0fa9195 0fab8a8 0fd916b 0d935c8 
0fbb037 0faf471 0fb1934 0fd94e9 0d93ac3 
0fb448b 0fa8ee7 0faad10 0fd9001 0d93372 
0fb9499 0fad356 0fafe58 0fd91c2 0d934a0 
0fb812c 0facc9d 0fae96d 0fd9070 0d93386 
0fb5125 0fa9394 0fabab5 0fd8f98 0d92e10 
0fbb24a 0faf670 0fb1b4d 0fd951f 0d932a4 
0fb451b 0fa8f56 0faadb0 0fd9352 0d92a75 
0fb9487 0fad30d 0fafe57 0fd9947 0d92d71 
0fb81be 0faccf8 0faea05 0fd974b 0d92ee3 
0fb51e1 0fa9410 0fabb73 0fd9248 0d92bc8 
0fbb2be 0faf69f 0fb1bca 0fd9774 0d93518 
0fb454b 0fa8f62 0faadd4 0fd9471 0d93101 
0fb94fb 0fad38a 0fafed7 0fd954b 0d934d2 
0fb830e 0face60 0faeb6e 0fd9251 0d93528 
0fb52bf 0fa9528 0fabc82 0fd8fbf 0d92dc1 
0fbb471 0faf887 0fb1d9d 0fd94e0 0d931ae 
0fb47a8 0fa91f1 0fab05d 0fd9003 0d928cb 
0fb97ac 0fad66f 0fb01a2 0fd924e 0d92849 
0fb84f1 0fad072 0faed49 0fd9218 0d92580 
0fb547d 0fa9702 0fabe2a 0fd9070 0d91de9 
0fbb5c9 0fafa07 0fb1ee9 0fd9430 0d92288 
0fb48e5 0fa9342 0fab16c 0fd8f68 0d91c15 
0fb9800 0fad6bb 0fb01c8 0fd91b8 0d91ffe 
0fb8535 0fad0a6 0faed6d 0fd91b3 0d9238b 
0fb54c6 0fa9733 0fabe5c 0fd8ef0 0d92113 
0fbb64a 0fafa61 0fb1f4f 0fd8ff9 0d92863 
0fb4973 0fa93be 0fab20a 0fd8760 0d92288 
0fb99c3 0fad869 0fb03a3 0fd86be 0d92618 
0fb872c 0fad284 0faef6f 0fd8394 0d926fe 
0fb5630 0fa9894 0fabfc7 0fd7f43 0d921a2 
0fbb856 0fafc6b 0fb2153 0fd81f3 0d927ea 
0fb4b59 0fa9596 0fab3dd 0fd7b92 0d91fc7 
0fb9ac0 0fad944 0fb0477 0fd7d09 0d92010 
0fb8821 0fad34d 0faf02b 0fd7cb7 0d91e30 
0fb5701 0fa993a 0fac056 0fd7b51 0d916a8 
0fbb8a9 0fafc89 0fb217b 0fd8065 0d91a45 
0fb4ba6 0fa95b6 0fab3f5 0fd7d03 0d910c3 
0fb9aa2 0fad907 0fb0431 0fd8049 0d91075 
0fb88b1 0fad3c4 0faf09d 0fd8029 0d90e94 
0fb5760 0fa9990 0fac0bd 0fd7d16 0d9088a 
0fbb99d 0fafd6b 0fb2269 0fd7ee4 0d90eb2 
0fb4cf8 0fa96fd 0fab53d 0fd774e 0d908e8 
0fb9c68 0fadad3 0fb05e9 0fd76e5 0d90cb7 
0fb8a19 0fad51d 0faf216 0fd716f 0d90e2d 
0fb5891 0fa9aa8 0fac1da 0fd6a9a 0d90a6d 
0fbbaa8 0fafe5c 0fb2371 0fd6b43 0d91196 
0fb4e55 0fa985e 0fab6aa 0fd63f5 0d90b41 
0fb9dd3 0fadc38 0fb0771 0fd63f1 0d90d50 
0fb8cc1 0fad7c4 0faf4cc 0fd6125 0d90cff 
0fb5b7a 0fa9db1 0fac4ef 0fd5d5e 0d90675 
0fbbde5 0fb01c0 0fb26b2 0fd6064 0d90afa 
0fb5088 0fa9aba 0fab921 0fd5b8c 0d90149 
0fba006 0fade8a 0fb09b9 0fd5fa4 0d9012a 
0fb8ed8 0fad9f7 0faf6df 0fd5f94 0d8fe9f 
0fb5dbe 0fa9ff8 0fac71d 0fd5d88 0d8f761 
0fbbf8b 0fb035b 0fb2860 0fd60cc 0d8faf3 
0fb5328 0fa9d42 0fabbad 0fd5c6f 0d8f2c2 
0fba1bb 0fae01b 0fb0b85 0fd5d99 0d8f3ec 
0fb9115 0fadc09 0faf994 0fd5a89 0d8f419 
0fb5f59 0faa17b 0faca5c 0fd5506 0d8eea3 
0fbc24f 0fb05ee 0fb2caa 0fd5485 0d8f675 
0fb555e 0fa9f54 0fabde4 0fd4985 0d8f11d 
0fba2fd 0fae12f 0fb0cc2 0fd4802 0d8f4b1 
0fb9220 0fadce8 0fafa56 0fd43f0 0d8f6f4 
0fb6034 0faa23f 0fac9ad 0fd3dfa 0d8f25b 
0fbc219 0fb05a1 0fb2b1a 0fd3e3e 0d8f79b 
0fb55ee 0fa9fe6 0fabe68 0fd37f9 0d8efe1 
0fba416 0fae257 0fb0dda 0fd3946 0d8eff8 
0fb9395 0fade73 0fafbc2 0fd3729 0d8ed8b 
0fb6165 0faa383 0facae9 0fd3340 0d8e49b 
0fbc37b 0fb0728 0fb2c86 0fd35dc 0d8e78a 
0fb5766 0faa178 0fabff3 0fd30cd 0d8df17 
0fba54b 0fae3a0 0fb0f21 0fd32d7 0d8def7 
0fb944e 0fadf45 0fafc93 0fd3069 0d8dd7d 
0fb6247 0faa479 0facbd8 0fd2a71 0d8d781 
0fbc4c7 0fb0887 0fb2dd8 0fd2b74 0d8df14 
0fb5711 0faa12f 0fabfb2 0fd2527 0d8d8e6 
0fba554 0fae3a8 0fb0f2f 0fd2818 0d8dc79 
0fb94c2 0fadfc3 0fafceb 0fd2612 0d8dcf7 
0fb6214 0faa443 0facb98 0fd21db 0d8d7ba 
0fbc327 0fb06c8 0fb2c2d 0fd2697 0d8dece 
0fb5586 0fa9f91 0fabe08 0fd2135 0d8d8fe 
0fba3b5 0fae1ff 0fb0d86 0fd2082 0d8db95 
0fb936d 0fade55 0fafb8a 0fd1d1a 0d8dc2e 
0fb615b 0faa36d 0facab6 0fd1845 0d8d56b 
0fbc3a9 0fb074e 0fb2c9b 0fd1940 0d8d9b9 
0fb5742 0faa16a 0fabfc7 0fd11a9 0d8d09e 
0fba5df 0fae43d 0fb0f94 0fd11d5 0d8d0ea 
0fb951e 0fae02d 0fafd39 0fd0e29 0d8cfd6 
0fb620b 0faa456 0facb89 0fd0863 0d8c8c9 
0fbc423 0fb07f6 0fb2d30 0fd09f2 0d8cded 
0fb56c4 0faa113 0fabf4f 0fd0332 0d8c51b 
0fba4d8 0fae378 0fb0eaa 0fd0326 0d8c65a 
0fb9423 0fadf7c 0fafc67 0fd0036 0d8c6ee 
0fb609e 0faa338 0faca39 0fcfb92 0d8c2d7 
0fbc273 0fb0686 0fb2b92 0fcfdfa 0d8cc65 
0fb55b9 0faa02a 0fabe37 0fcf7f4 0d8c99c 
0fba2da 0fae18d 0fb0c9d 0fcf8e5 0d8ce83 
0fb91d9 0fadd2e 0faf9fb 0fcf6ca 0d8d0bf 
0fb5e9f 0faa13f 0fac846 0fcf323 0d8cb99 
0fbc1e8 0fb0605 0fb2b15 0fcf725 0d8d185 
0fb54be 0fa9f4a 0fabd6a 0fcf128 0d8c787 
0fba30e 0fae1db 0fb0cfe 0fcf3ab 0d8c7cc 
0fb9359 0fadecb 0fafbb3 0fcf2ba 0d8c569 
0fb6065 0faa32f 0fac9ef 0fcee82 0d8bb38 
0fbc377 0fb07ab 0fb2c82 0fcf156 0d8bebe 
0fb56e1 0faa190 0fabf75 0fceb5f 0d8b5e3 
0fba496 0fae385 0fb0e6a 0fced5b 0d8b79b 
0fb9411 0fadf88 0fafc4f 0fcebff 0d8b787 
0fb5ffe 0faa2c5 0fac989 0fce902 0d8b10c 
0fbc23e 0fb063c 0fb2b59 0fced1f 0d8b899 
0fb54e3 0fa9f4e 0fabd8c 0fce77e 0d8b42b 
0fba1bb 0fae051 0fb0bad 0fce8e1 0d8b9d4 
0fb915f 0fadc7f 0faf9ce 0fce7ae 0d8bf8e 
0fb5cab 0fa9f24 0fac66f 0fce32a 0d8beba 
0fbbf7f 0fb033c 0fb28ac 0fce5f7 0d8ca89 
0fb5324 0fa9d61 0fabbb7 0fce010 0d8c795 
0fba071 0fadef3 0fb0a62 0fce224 0d8ca9b 
0fb90cf 0fadbee 0faf937 0fce097 0d8c8a8 
0fb5cbd 0fa9f30 0fac684 0fcdc8b 0d8bed0 
0fbbfeb 0fb03bb 0fb293a 0fcdfbf 0d8c0c2 
0fb53fc 0fa9e6a 0fabcbf 0fcdb1b 0d8b615 
0fba08f 0fadf47 0fb0a9f 0fcdd2a 0d8b416 
0fb90ac 0fadbfa 0faf912 0fcdc0e 0d8b174 
0fb5d0d 0fa9fa4 0fac6c5 0fcd99e 0d8ab9c 
0fbbfaf 0fb03a2 0fb2905 0fcdd09 0d8b35e 
0fb5239 0fa9cb7 0fabb06 0fcd7d7 0d8af6e 
0fb9e60 0fadd01 0fb087a 0fcda27 0d8b5d3 
0fb8e4c 0fad973 0faf6c8 0fcd94a 0d8bad0 
0fb5a02 0fa9c77 0fac3b8 0fcd620 0d8b97e 
0fbbc8e 0fb0043 0fb25c3 0fcd8e7 0d8c321 
0fb4f93 0fa99e8 0fab84d 0fcd3a9 0d8bf14 
0fb9ca9 0fadb29 0fb06b3 0fcd690 0d8c40a 
0fb8da9 0fad8bc 0faf62a 0fcd63b 0d8c64f 
0fb59de 0fa9c45 0fac3a9 0fcd3a1 0d8c136 
0fbbd6b 0fb0123 0fb26b8 0fcd76e 0d8c65a 
0fb5033 0fa9a82 0fab8f5 0fcd234 0d8bcef 
0fb9c82 0fadaf2 0fb067e 0fcd531 0d8bcd6 
0fb8d6e 0fad865 0faf5cf 0fcd606 0d8bba1 
0fb58e5 0fa9b31 0fac293 0fcd567 0d8b4da 
0fbbb88 0faff19 0fb24c8 0fcdb36 0d8b9ec 
0fb4e48 0fa987b 0fab6e4 0fcd8fc 0d8b323 
0fb9a9e 0fad8e7 0fb0477 0fcde77 0d8b689 
0fb8b11 0fad5e3 0faf35f 0fcdff0 0d8b881 
0fb5653 0fa9890 0fabffe 0fcded0 0d8b5b9 
0fbb9c4 0fafd38 0fb230a 0fce303 0d8be99 
0fb4ad8 0fa94e4 0fab2c2 0fcdb9f 0d8b7bd 
0fb9700 0fad52c 0fb0041 0fcde08 0d8bd4e 
0fb8a63 0fad518 0faf2b6 0fce0c8 0d8c3af 
0fb5627 0fa9843 0fabfc9 0fcde8e 0d8c02f 
0fbb964 0fafcc7 0fb22a2 0fce318 0d8c76c 
0fb4c8e 0fa9693 0fab536 0fcdeaf 0d8c03e 
0fb98e8 0fad705 0fb02de 0fce195 0d8c265 
0fb8a71 0fad51f 0faf2c5 0fce1c1 0d8c190 
0fb557b 0fa97a9 0fabf1d 0fce11c 0d8ba8c 
0fbb93a 0fafc9d 0fb2267 0fce7d4 0d8c004 
0fb4d14 0fa972a 0fab5c9 0fce6d2 0d8b8f6 
0fb989b 0fad6d5 0fb02ab 0fcecbd 0d8ba3e 
0fb89f7 0fad4c3 0faf276 0fcf021 0d8ba9a 
0fb54c3 0fa96f5 0fabe75 0fcf1f4 0d8b477 
0fbb870 0fafbcd 0fb21b2 0fcfa6b 0d8bad9 
0fb4b8f 0fa959b 0fab448 0fcf7da 0d8b403 
0fb97ad 0fad5d5 0fb01b0 0fcfb7e 0d8b788 
0fb89f6 0fad4a9 0faf25a 0fcfc51 0d8babe 
0fb54c9 0fa96f0 0fabe5b 0fcfaa5 0d8b73e 
0fbb82f 0fafb6e 0fb2146 0fcff1e 0d8bfb1 
0fb4bac 0fa9590 0fab437 0fcfaf5 0d8bb30 
0fb972d 0fad53e 0fb0111 0fcfecb 0d8be79 
0fb8923 0fad3be 0faf171 0fcff53 0d8bff9 
0fb5365 0fa958e 0fabcf1 0fcfd72 0d8baee 
0fbb712 0fafa62 0fb2048 0fd031b 0d8c1a0 
0fb4a5c 0fa9465 0fab2ff 0fcffd0 0d8ba86 
0fb9686 0fad4b2 0fb006d 0fd056b 0d8bd2a 
0fb8936 0fad3e6 0faf180 0fd0806 0d8bd4c 
0fb529a 0fa94ca 0fabc2c 0fd0844 0d8b622 
0fbb6ea 0fafa23 0fb2009 0fd103a 0d8bbe3 
0fb4aa3 0fa9499 0fab33d 0fd0e60 0d8b4fe 
0fb9571 0fad385 0faff5e 0fd13f1 0d8b7c4 
0fb87d3 0fad261 0faf022 0fd189e 0d8b994 
0fb5113 0fa932a 0fabaa3 0fd1a0d 0d8b4e7 
0fbb550 0faf87c 0fb1e74 0fd21f0 0d8bd74 
0fb4770 0fa9168 0fab01a 0fd201e 0d8b72a 
0fb9261 0fad066 0fafc54 0fd28a3 0d8baf3 
0fb8515 0facfa7 0faed85 0fd2d46 0d8bd1c 
0fb4ebf 0fa90d7 0fab874 0fd2cf2 0d8b8e5 
0fbb22e 0faf534 0fb1b6a 0fd31f7 0d8c04c 
0fb4667 0fa903c 0faaf16 0fd2de0 0d8bba1 
0fb91cd 0facfb6 0fafbc7 0fd2e79 0d8bf9d 
0fb84f1 0facf65 0faed5a 0fd2cac 0d8c20a 
0fb4fe5 0fa91f7 0fab990 0fd2be0 0d8be5e 
0fbb301 0faf628 0fb1c49 0fd3178 0d8c4dc 
0fb471e 0fa9127 0faafd4 0fd308b 0d8bdeb 
0fb91dd 0fad011 0fafbcd 0fd3878 0d8bfa2 
0fb854e 0fad012 0faedb0 0fd3d24 0d8c04a 
0fb4e0c 0fa9086 0fab7c4 0fd3ced 0d8b8e0 
0fbb2ba 0faf645 0fb1c05 0fd4304 0d8bf03 
0fb473c 0fa91b2 0faaff5 0fd4071 0d8b83a 
0fb91fc 0fad093 0fafbf3 0fd4545 0d8ba4d 
0fb84f9 0fad00c 0faed77 0fd4626 0d8bb72 
0fb4ec9 0fa917a 0fab889 0fd448a 0d8b834 
0fbb247 0faf5e5 0fb1b9c 0fd482d 0d8c0f9 
0fb457c 0fa8fe4 0faae2e 0fd43f9 0d8bddc 
0fb9046 0faced0 0fafa40 0fd493d 0d8c421 
0fb8407 0facefb 0faec66 0fd4a77 0d8c70c 
0fb4d17 0fa8fc3 0fab6c0 0fd490e 0d8c2c9 
0fbb250 0faf5ea 0fb1bd7 0fd4f7d 0d8c935 
0fb4649 0fa90d4 0faaf00 0fd4c57 0d8c0de 
0fb91a1 0fad047 0fafcad 0fd5290 0d8c26b 
0fb8640 0fad16c 0faf058 0fd554d 0d8c257 
0fb4f82 0fa9256 0fabadf 0fd54fe 0d8bb3d 
0fbb3c2 0faf785 0fb1d72 0fd5ab8 0d8c131 
0fb47fe 0fa929a 0fab107 0fd5abb 0d8ba54 
0fb9170 0fad00c 0fafb63 0fd630d 0d8bb5b 
0fb84d2 0facfbb 0faed30 0fd6979 0d8bcb5 
0fb4d52 0fa8fe8 0fab6e2 0fd68fb 0d8b7d7 
0fbb2e0 0faf64e 0fb1c03 0fd6ddf 0d8c064 
0fb4790 0fa91df 0fab022 0fd6c09 0d8bd66 
0fb9056 0faceb8 0fafa57 0fd7024 0d8c30a 
0fb8570 0fad046 0faedd5 0fd6ff7 0d8c810 
0fb4e53 0fa90e2 0fab7fb 0fd6a7b 0d8c447 
0fbb361 0faf6c8 0fb1ca5 0fd6ca2 0d8ccd6 
0fb4760 0fa91b6 0fab00f 0fd6860 0d8c800 
0fb9146 0facf9b 0fafb4a 0fd6c8c 0d8cac0 
0fb8675 0fad141 0faeee0 0fd6cf3 0d8cc9b 
0fb4e9b 0fa9132 0fab83d 0fd6b25 0d8c5b0 
0fbb3fd 0faf779 0fb1d20 0fd73e0 0d8caa5 
0fb477a 0fa91f4 0fab012 0fd72b7 0d8c1c2 
0fb915f 0facfee 0fafb42 0fd782a 0d8c371 
0fb86a5 0fad1ad 0faef1c 0fd7b7e 0d8c46b 
0fb4eb9 0fa9188 0fab84c 0fd7bc8 0d8be8b 
0fbb36a 0faf6fd 0fb1c95 0fd81d2 0d8c595 
0fb47f7 0fa926d 0fab09c 0fd7ed7 0d8c042 
0fb90ec 0facf5d 0fafade 0fd81b9 0d8c316 
0fb8697 0fad176 0faeefc 0fd821b 0d8c5ea 
0fb4eef 0fa9195 0fab891 0fd7f9b 0d8c202 
0fbb451 0faf7c5 0fb1d89 0fd84eb 0d8cb6b 
0fb4859 0fa92c1 0fab0e4 0fd80ea 0d8c6c3 
0fb921c 0fad08a 0fafc03 0fd83fd 0d8cb46 
0fb86c3 0fad18b 0faef28 0fd822f 0d8ce30 
0fb4fb8 0fa924d 0fab94b 0fd7f13 0d8cab1 
0fbb4b8 0faf82e 0fb1de1 0fd83b2 0d8d16b 
0fb4946 0fa93ad 0fab1ee 0fd8154 0d8cb42 
0fb9233 0fad0ac 0fafc27 0fd85b8 0d8cd9d 
0fb880b 0fad2f2 0faf06c 0fd8899 0d8ce46 
0fb4ffa 0fa92a4 0fab984 0fd8a48 0d8c831 
0fbb4b2 0faf816 0fb1dc7 0fd9215 0d8cebb 
0fb4893 0fa92fa 0fab121 0fd8fd3 0d8c766 
0fb91ad 0fad01d 0fafb85 0fd94b1 0d8c918 
0fb876c 0fad23e 0faefb9 0fd95c5 0d8c9ce 
0fb4f16 0fa91c3 0fab8a7 0fd9359 0d8c439 
0fbb49d 0faf816 0fb1dd4 0fd9864 0d8cb97 
0fb4894 0fa92ff 0fab137 0fd93f2 0d8c5d9 
0fb922d 0fad092 0fafc0c 0fd974c 0d8c91e 
0fb87e3 0fad2a6 0faf016 0fd97ad 0d8cb29 
0fb4f75 0fa920f 0fab8ee 0fd9504 0d8c60b 
0fbb50b 0faf860 0fb1e18 0fd9a03 0d8cda9 
0fb4884 0fa92d4 0fab0ec 0fd952c 0d8c7a2 
0fb91ef 0fad03b 0fafbb2 0fd98a8 0d8cab2 
0fb870c 0fad1c3 0faef53 0fd988e 0d8cbe7 
0fb4ebc 0fa9151 0fab844 0fd96fb 0d8c6da 
0fbb40e 0faf74b 0fb1d26 0fd9c1e 0d8cdab 
0fb48c9 0fa92fe 0fab129 0fd9863 0d8c769 
0fb91a3 0facfd7 0fafb49 0fd9b9e 0d8c973 
0fb8839 0fad2d2 0faf06e 0fd9cb4 0d8cb83 
0fb4eff 0fa9178 0fab874 0fd9b15 0d8c609 
0fbb44e 0faf771 0fb1d5d 0fda057 0d8cd62 
